Nom,Date,Température,Pression au niveau mer,Humidité
POITIERS-BIARD,2018-04-30,281.05,100942.5,89.375
TROMELIN,2018-04-20,301.27500000000003,101218.75,82.125
CAP CEPET,2018-04-21,294.4625,101925.0,42.25
BREST-GUIPAVAS,2018-04-21,290.07500000000005,101696.25,72.875
ST-PIERRE,2018-04-21,274.7,100640.0,83.25
TROYES-BARBEREY,2018-04-21,291.71250000000003,101937.5,68.0
STRASBOURG-ENTZHEIM,2018-04-21,292.875,101880.0,57.5
BELLE ILE-LE TALUT,2018-04-21,290.125,101748.75,74.0
MONT-DE-MARSAN,2018-04-21,292.1875,101757.5,62.875
PERPIGNAN,2018-04-21,289.875,101961.25,72.125
NANCY-OCHEY,2018-04-21,292.46250000000003,101893.75,58.75
LILLE-LESQUIN,2018-04-21,291.1125,102060.0,63.625
NANTES-BOUGUENAIS,2018-04-21,293.05,101748.75,64.125
BALE-MULHOUSE,2018-04-21,292.425,101876.25,52.0
BALE-MULHOUSE,2018-04-22,293.16249999999997,101531.25,47.375
ROUEN-BOOS,2018-04-22,291.79999999999995,101271.25,65.625
PLOUMANAC'H,2018-04-22,286.475,101337.5,79.125
MONTELIMAR,2018-04-22,291.55,101765.0,59.125
LE PUY-LOUDES,2018-02-02,272.46250000000003,,75.5
TRINITE-CARAVEL,2018-07-02,300.125,101605.0,70.75
TROYES-BARBEREY,2018-07-02,273.16249999999997,101535.0,93.25
MONT-DE-MARSAN,2018-11-02,281.5,101757.5,90.875
LAMENTIN-AERO,2018-11-02,298.8375,101723.75,72.25
KERGUELEN,2018-12-02,284.9357142857143,101632.85714285714,79.42857142857143
TARBES-OSSUN,2018-12-02,276.8125,102202.5,80.125
LE RAIZET AERO,2018-06-17,300.72499999999997,101810.0,74.25
LIMOGES-BELLEGARDE,2018-06-17,288.4625,102257.5,76.375
BOURGES,2018-06-18,292.26250000000005,102405.0,70.25
NANTES-BOUGUENAIS,2018-06-18,290.95000000000005,102446.25,85.125
LE RAIZET AERO,2018-07-13,302.1166666666666,101776.66666666667,69.66666666666667
TOURS,2018-07-13,298.85,101858.0,46.0
POITIERS-BIARD,2018-07-13,299.16999999999996,101828.0,41.0
CAEN-CARPIQUET,2018-07-13,294.49,102112.0,65.0
ROUEN-BOOS,2018-07-13,296.13,102024.0,55.8
LE PUY-LOUDES,2018-02-15,280.08750000000003,,83.125
SAINT LAURENT,2018-02-16,297.2125,101312.5,91.25
MARIPASOULA,2018-02-16,297.68749999999994,101343.75,89.875
GLORIEUSES,2018-02-16,301.40000000000003,101345.0,80.375
TROMELIN,2018-02-21,301.9125,100932.5,77.375
ALENCON,2018-02-20,281.16249999999997,101811.25,91.125
TOURS,2018-02-19,279.0625,101918.75,93.625
TRINITE-CARAVEL,2018-02-19,298.725,101627.5,67.75
BREST-GUIPAVAS,2018-11-05,282.825,101347.5,87.25
PTE DE LA HAGUE,2018-05-16,285.9375,102306.25,85.625
MONT-DE-MARSAN,2018-03-05,284.2375,101783.75,91.75
ALENCON,2018-03-05,282.65,101953.75,74.75
GLORIEUSES,2018-04-05,301.25,101303.75,72.0
LYON-ST EXUPERY,2018-04-05,289.47499999999997,101271.25,59.375
CAYENNE-MATOURY,2018-05-16,298.975,101257.5,91.5
BREST-GUIPAVAS,2018-08-23,290.175,101842.5,92.75
POITIERS-BIARD,2018-08-23,295.875,101627.5,65.625
PLOUMANAC'H,2018-08-24,289.16249999999997,101903.75,66.75
MILLAU,2018-08-24,291.0875,101661.25,69.5
MARIPASOULA,2018-08-25,299.91249999999997,101447.5,77.125
LILLE-LESQUIN,2018-08-25,286.4125,101417.5,76.75
LE RAIZET AERO,2018-08-25,300.57500000000005,101661.25,73.0
ST GIRONS,2018-08-25,289.5625,101960.0,75.875
MARIGNANE,2018-08-25,295.30000000000007,101235.0,42.125
LA DESIRADE METEO,2018-08-25,301.55,101648.75,69.5
STRASBOURG-ENTZHEIM,2018-08-25,286.9,101498.75,79.0
MARIGNANE,2018-08-19,299.6375,101752.5,53.375
LILLE-LESQUIN,2018-08-19,291.9375,102140.0,78.125
ROUEN-BOOS,2018-08-19,291.67499999999995,102258.75,79.75
ST GIRONS,2018-08-19,294.0,102247.5,70.5
TARBES-OSSUN,2018-08-19,293.4375,102278.75,70.875
ABBEVILLE,2018-08-20,292.70000000000005,102107.5,85.75
NANCY-OCHEY,2018-08-20,293.73749999999995,102017.5,69.125
BELLE ILE-LE TALUT,2018-08-20,292.32500000000005,102328.75,92.5
DIJON-LONGVIC,2018-08-20,296.28749999999997,101953.75,55.75
LE PUY-LOUDES,2018-08-21,292.65,,73.125
TARBES-OSSUN,2018-08-21,294.2375,101808.75,77.875
GLORIEUSES,2018-10-08,299.6,101938.75,68.25
PLOUMANAC'H,2018-11-08,292.21250000000003,102207.5,70.125
MARIGNANE,2018-12-08,298.86249999999995,101662.5,57.125
MONTELIMAR,2018-07-25,300.5875,101240.0,52.625
ST GIRONS,2018-07-25,296.25,101550.0,72.75
RENNES-ST JACQUES,2018-07-26,295.49999999999994,101326.25,66.875
ABBEVILLE,2018-07-26,298.73333333333335,101366.66666666667,62.666666666666664
LE RAIZET AERO,2018-07-26,300.8625,101766.25,74.25
TROMELIN,2018-09-08,298.0875,102027.5,75.0
ST-PIERRE,2018-10-08,290.6,100901.25,98.5
BALE-MULHOUSE,2018-05-08,299.3625,101646.25,59.5
NICE,2018-11-04,284.7875,100505.0,79.25
CAEN-CARPIQUET,2018-04-13,283.55,100800.0,88.625
TROMELIN,2018-04-13,300.7,101448.75,81.125
MARIGNANE,2018-04-13,286.9,101195.0,69.625
CAP CEPET,2018-04-15,289.5,101022.5,58.0
LIMOGES-BELLEGARDE,2018-08-04,285.8625,100575.0,57.625
MARIGNANE,2018-08-04,290.7,100706.25,42.125
CAYENNE-MATOURY,2018-08-04,299.62500000000006,101210.0,85.0
TOURS,2018-09-04,285.67499999999995,100523.75,86.0
REIMS-PRUNAY,2018-10-07,291.16249999999997,102007.5,62.0
LE PUY-LOUDES,2018-10-07,291.375,,61.375
EUROPA,2018-11-07,296.4125,102346.25,70.0
ALENCON,2018-11-07,290.83750000000003,102028.75,68.125
EMBRUN,2018-11-07,294.0875,,49.625
REIMS-PRUNAY,2018-11-07,291.55,101843.75,65.25
GOURDON,2018-11-07,294.45000000000005,101590.0,57.75
LILLE-LESQUIN,2018-11-07,291.25,101956.25,73.625
BELLE ILE-LE TALUT,2018-11-07,293.025,101947.5,63.875
BORDEAUX-MERIGNAC,2018-11-07,297.1875,101665.0,58.125
TARBES-OSSUN,2018-11-07,295.3375,101582.5,68.5
LYON-ST EXUPERY,2018-11-07,292.3125,101597.5,52.5
ORLY,2018-11-07,291.76250000000005,101950.0,65.0
LILLE-LESQUIN,2018-12-07,292.45,102028.75,70.75
NANCY-OCHEY,2018-12-07,291.41249999999997,101787.5,63.75
ST-BARTHELEMY METEO,2018-12-07,,,
BORDEAUX-MERIGNAC,2018-12-07,295.35,101703.75,56.75
GLORIEUSES,2018-12-07,296.7375,101792.5,72.375
TOURS,2018-07-21,292.925,101477.5,65.375
MONTELIMAR,2018-07-21,296.1125,101225.0,65.625
PLOUMANAC'H,2018-07-22,291.4875,101823.75,82.0
MONT-DE-MARSAN,2018-07-22,294.37499999999994,101756.25,73.0
GILLOT-AEROPORT,2018-07-15,292.39285714285717,101910.0,64.42857142857143
ABBEVILLE,2018-07-15,295.07500000000005,101600.0,61.5
CAYENNE-MATOURY,2018-07-16,298.07500000000005,101461.25,97.75
LYON-ST EXUPERY,2018-07-16,296.25,101203.75,57.75
BELLE ILE-LE TALUT,2018-08-19,291.13749999999993,102477.5,84.5
EMBRUN,2018-08-19,294.9,,54.75
SAINT GEORGES,2018-08-20,300.475,101476.25,77.0
TARBES-OSSUN,2018-08-20,293.95000000000005,102141.25,74.125
KERGUELEN,2018-08-20,281.2333333333334,99951.66666666667,79.0
ST-BARTHELEMY METEO,2018-08-21,,,
REIMS-PRUNAY,2018-07-08,298.11250000000007,100895.0,51.75
BORDEAUX-MERIGNAC,2018-07-08,297.47499999999997,101202.5,68.5
MARIPASOULA,2018-08-08,298.725,101501.25,83.375
ABBEVILLE,2018-08-08,292.4375,101266.25,66.375
NOUVELLE AMSTERDAM,2018-08-15,286.08750000000003,101987.5,88.125
LIMOGES-BELLEGARDE,2018-08-15,293.8875,102017.5,62.625
MONTELIMAR,2018-04-29,288.8875,100638.75,72.25
ROUEN-BOOS,2018-04-30,277.925,100311.25,94.25
TARBES-OSSUN,2018-04-30,281.0375,101300.0,83.625
RENNES-ST JACQUES,2018-01-05,281.9125,101416.25,70.75
DIJON-LONGVIC,2018-01-05,281.95,101483.75,71.75
NANCY-OCHEY,2018-01-05,281.0375,101446.25,69.25
MONTELIMAR,2018-01-05,283.95,101328.75,79.125
ST GIRONS,2018-01-05,281.125,101665.0,65.375
EUROPA,2018-01-05,298.8625,101786.25,76.0
RENNES-ST JACQUES,2018-02-05,282.55000000000007,101132.5,90.875
TARBES-OSSUN,2018-02-05,282.875,101435.0,68.875
BASTIA,2018-02-05,287.0,100576.25,95.75
TOURS,2018-02-05,282.925,101312.5,74.875
DIJON-LONGVIC,2018-02-05,283.675,101275.0,72.875
CAP CEPET,2018-02-05,287.62499999999994,100728.75,79.25
MONTELIMAR,2018-02-05,286.8875,101001.25,62.0
TROMELIN,2018-02-05,300.5125,101635.0,68.875
CLERMONT-FD,2018-02-05,283.1875,101293.75,67.0
RENNES-ST JACQUES,2018-03-05,282.5,102040.0,75.875
GLORIEUSES,2018-07-20,296.825,101835.0,77.875
MONTPELLIER,2018-07-21,298.17499999999995,101233.75,56.875
LE RAIZET AERO,2018-07-21,300.29285714285714,101594.28571428571,77.57142857142857
PLOUMANAC'H,2018-07-21,290.73749999999995,101486.25,88.0
RENNES-ST JACQUES,2018-07-15,294.45,101615.0,64.25
ST-BARTHELEMY METEO,2018-07-16,,,
NICE,2018-07-16,296.34999999999997,101110.0,75.875
ROUEN-BOOS,2018-07-16,295.0375,101417.5,50.875
BORDEAUX-MERIGNAC,2018-07-16,294.4375,101672.5,77.625
CAEN-CARPIQUET,2018-07-16,292.9875,101521.25,64.875
BELLE ILE-LE TALUT,2018-07-16,293.4375,101656.25,73.25
BASTIA,2018-12-03,286.9625,100391.25,62.875
ROUEN-BOOS,2018-03-21,275.98749999999995,,
PERPIGNAN,2018-03-21,280.27857142857147,102032.85714285714,43.285714285714285
EMBRUN,2018-09-07,295.5625,,56.375
NOUVELLE AMSTERDAM,2018-09-07,282.25,100445.0,73.5
EUROPA,2018-09-07,296.84999999999997,102266.25,72.25
TROMELIN,2018-09-07,297.34999999999997,101935.0,71.5
NICE,2018-09-07,298.8375,101512.5,68.375
BELLE ILE-LE TALUT,2018-09-07,296.82500000000005,102366.25,57.5
BASTIA,2018-09-07,298.6125,101531.25,68.375
TARBES-OSSUN,2018-10-07,295.3625,101825.0,73.25
MONTELIMAR,2018-10-07,298.425,101438.75,42.25
LYON-ST EXUPERY,2018-10-07,295.82500000000005,101610.0,48.875
TROMELIN,2018-10-07,297.0125,102012.5,73.0
NANTES-BOUGUENAIS,2018-12-07,293.65,101880.0,65.0
PERPIGNAN,2018-12-07,298.35,101537.5,55.625
LIMOGES-BELLEGARDE,2018-07-13,297.43,101744.0,47.2
PERPIGNAN,2018-10-07,301.8625,101525.0,40.75
NOUVELLE AMSTERDAM,2018-10-07,281.15,101420.0,59.0
BREST-GUIPAVAS,2018-07-07,292.95,102403.75,75.125
EUROPA,2018-07-07,297.45,102355.0,74.625
NANTES-BOUGUENAIS,2018-07-07,296.91249999999997,102216.25,66.375
CAYENNE-MATOURY,2018-07-07,298.5625,101267.5,92.125
NANTES-BOUGUENAIS,2018-08-23,292.67500000000007,101748.75,80.25
GILLOT-AEROPORT,2018-08-24,295.1375,102242.5,66.5
MARIGNANE,2018-08-24,299.72499999999997,101243.75,51.5
CAP CEPET,2018-08-25,294.71250000000003,100895.0,43.25
TROMELIN,2018-08-25,297.3,101912.5,72.0
NICE,2018-08-21,301.25,101478.75,51.0
GLORIEUSES,2018-08-21,299.1642857142857,101715.71428571429,62.42857142857143
CLERMONT-FD,2018-08-21,296.6875,101787.5,63.75
CAP CEPET,2018-08-22,300.18749999999994,101517.5,52.125
MONTPELLIER,2018-08-23,298.0625,101462.5,65.25
DIJON-LONGVIC,2018-08-23,297.5625,101371.25,63.875
CLERMONT-FD,2018-12-03,283.125,100225.0,66.375
NANCY-OCHEY,2018-03-13,279.4625,100787.5,90.0
MONT-DE-MARSAN,2018-03-13,283.3125,101487.5,74.25
TROYES-BARBEREY,2018-03-14,281.40000000000003,100845.0,75.125
CAYENNE-MATOURY,2018-06-03,300.36249999999995,101142.5,81.0
MILLAU,2018-06-03,277.8125,99548.75,84.5
REIMS-PRUNAY,2018-07-03,278.53749999999997,99650.0,87.25
AJACCIO,2018-07-03,285.63750000000005,100396.25,71.75
CAYENNE-MATOURY,2018-04-23,298.5625,101253.75,92.875
TARBES-OSSUN,2018-04-23,288.8,102026.25,81.25
LIMOGES-BELLEGARDE,2018-11-04,284.325,99973.75,59.5
ROUEN-BOOS,2018-11-04,285.0625,100423.75,69.75
LE RAIZET AERO,2018-11-04,299.3125,101678.75,71.75
REIMS-PRUNAY,2018-04-17,284.375,102505.0,75.0
STRASBOURG-ENTZHEIM,2018-04-17,289.025,102453.75,59.625
BORDEAUX-MERIGNAC,2018-04-17,289.2,102301.25,66.25
TROMELIN,2018-04-17,301.25000000000006,101318.75,76.125
BORDEAUX-MERIGNAC,2018-04-18,292.4375,102296.25,61.625
BELLE ILE-LE TALUT,2018-04-18,288.32499999999993,102367.5,71.25
RENNES-ST JACQUES,2018-04-16,284.36249999999995,101673.75,76.0
MILLAU,2018-04-16,285.1,101477.5,71.75
ST-PIERRE,2018-04-16,274.12500000000006,103038.75,61.5
TOURS,2018-04-16,285.0875,101755.0,69.5
NOUVELLE AMSTERDAM,2018-04-16,289.35,101667.5,73.5
CROZET,2018-02-26,278.02500000000003,,
LYON-ST EXUPERY,2018-07-03,280.90000000000003,100247.5,61.625
BELLE ILE-LE TALUT,2018-07-03,282.2125,100017.5,78.5
ST GIRONS,2018-07-03,278.9875,100782.5,73.375
PAMANDZI,2018-02-03,301.575,100730.0,78.75
PAMANDZI,2018-03-14,301.40999999999997,100870.0,76.4
SAINT GEORGES,2018-03-15,298.95000000000005,101238.75,91.0
ABBEVILLE,2018-03-14,281.1125,100602.5,74.25
NANTES-BOUGUENAIS,2018-03-14,282.6375,100092.5,80.75
POITIERS-BIARD,2018-10-03,287.3875,99905.0,78.125
RENNES-ST JACQUES,2018-08-03,281.125,100278.75,91.25
BALE-MULHOUSE,2018-08-03,280.475,100795.0,66.0
PTE DE LA HAGUE,2018-05-06,286.1,101486.25,95.5
MONT-DE-MARSAN,2018-03-22,277.4375,102656.25,68.75
AJACCIO,2018-03-22,281.475,100890.0,54.625
DIJON-LONGVIC,2018-05-06,293.525,100983.75,80.875
BREST-GUIPAVAS,2018-05-28,289.2625,101728.75,87.875
ST-BARTHELEMY METEO,2018-07-26,,,
TARBES-OSSUN,2018-07-13,297.40999999999997,101708.0,67.4
EUROPA,2018-07-13,297.525,102072.5,72.25
CAYENNE-MATOURY,2018-07-13,299.96999999999997,101512.0,81.0
MONTPELLIER,2018-07-13,301.87,101672.0,40.0
AJACCIO,2018-07-14,299.65,101473.75,60.125
NICE,2018-07-14,298.7625,101601.25,67.125
CROZET,2018-07-14,279.65,,
LILLE-LESQUIN,2018-07-14,294.83750000000003,101971.25,59.125
BOURGES,2018-07-14,296.6625,101715.0,53.75
LAMENTIN-AERO,2018-07-14,300.75,101667.5,77.625
RENNES-ST JACQUES,2018-07-14,293.925,101936.25,69.125
TOULOUSE-BLAGNAC,2018-07-14,298.675,101592.5,63.625
CROZET,2018-07-15,281.05,,
PLOUMANAC'H,2018-07-15,290.7625,101736.25,81.25
ORLY,2018-07-15,298.0625,101490.0,52.5
DIJON-LONGVIC,2018-07-15,294.425,101466.25,66.0
MILLAU,2018-07-15,296.225,101315.0,62.5
MARIGNANE,2018-07-15,299.9375,101402.5,58.625
BASTIA,2018-07-15,299.7375,101398.75,69.375
PERPIGNAN,2018-07-24,299.2,101298.75,51.375
BALE-MULHOUSE,2018-07-24,297.08750000000003,101303.75,62.25
TROMELIN,2018-07-18,297.32500000000005,101807.5,71.0
TARBES-OSSUN,2018-07-18,293.77500000000003,101497.5,81.25
ST-PIERRE,2018-07-18,285.9375,101496.25,98.625
NANTES-BOUGUENAIS,2018-07-18,292.95,101723.75,68.875
CROZET,2018-02-28,283.7,,
LAMENTIN-AERO,2018-02-28,296.72499999999997,101403.75,74.375
TRINITE-CARAVEL,2018-01-03,298.7357142857143,101428.57142857143,73.14285714285714
LAMENTIN-AERO,2018-02-27,297.52500000000003,101527.5,74.25
REIMS-PRUNAY,2018-04-15,286.7357142857143,101301.42857142857,74.57142857142857
TROMELIN,2018-04-15,301.4,101267.5,78.875
ST-PIERRE,2018-04-18,275.8625,100573.75,92.0
TOULOUSE-BLAGNAC,2018-04-18,291.08750000000003,102343.75,56.75
CAEN-CARPIQUET,2018-04-19,290.02500000000003,102338.75,71.125
TOULOUSE-BLAGNAC,2018-04-19,293.0875,102285.0,43.25
GILLOT-AEROPORT,2018-04-19,299.7,101410.0,76.5
KERGUELEN,2018-04-19,280.95,99620.0,83.0
TOURS,2018-04-20,293.09999999999997,102242.5,63.0
REIMS-PRUNAY,2018-04-20,291.375,102293.75,70.125
DIJON-LONGVIC,2018-04-20,292.42500000000007,102237.5,63.375
BELLE ILE-LE TALUT,2018-09-04,283.66249999999997,100462.5,93.375
CAP CEPET,2018-09-04,285.86249999999995,100792.5,89.5
BASTIA,2018-09-04,286.2375,100857.5,90.25
TOULOUSE-BLAGNAC,2018-10-04,284.625,99957.5,70.75
PTE DE LA HAGUE,2018-10-04,283.59999999999997,99832.5,94.875
PERPIGNAN,2018-10-04,285.65000000000003,100196.25,65.125
AJACCIO,2018-10-04,285.6875,101146.25,79.125
AJACCIO,2018-04-16,287.85,101335.0,83.625
MONT-DE-MARSAN,2018-04-16,285.71250000000003,101861.25,79.5
NANCY-OCHEY,2018-04-17,287.45,102483.75,60.125
MONT-DE-MARSAN,2018-04-17,287.775,102271.25,69.5
ALENCON,2018-04-17,284.9875,102397.5,74.375
LYON-ST EXUPERY,2018-04-17,288.775,102326.25,57.25
TRINITE-CARAVEL,2018-09-03,299.53749999999997,101643.75,78.875
PTE DE LA HAGUE,2018-06-03,280.5125,98856.25,42.75
NANTES-BOUGUENAIS,2018-06-03,279.73749999999995,98983.75,91.5
TROMELIN,2018-06-03,301.7625,100661.25,81.375
CAYENNE-MATOURY,2018-06-17,299.47499999999997,101570.0,89.375
BREST-GUIPAVAS,2018-06-19,290.45,102600.0,91.125
NOUVELLE AMSTERDAM,2018-05-08,285.65000000000003,100716.66666666667,88.0
ST GIRONS,2018-05-08,297.275,101742.5,76.375
STRASBOURG-ENTZHEIM,2018-05-08,299.8125,101753.75,53.875
KERGUELEN,2018-02-08,276.39285714285717,99815.71428571429,84.57142857142857
ROUEN-BOOS,2018-02-08,295.45,102271.25,61.625
BREST-GUIPAVAS,2018-02-20,281.62500000000006,102406.25,85.625
KERGUELEN,2018-06-02,282.70714285714286,101572.85714285714,79.0
NANCY-OCHEY,2018-07-02,273.175,101443.75,93.25
BOURGES,2018-08-02,272.125,102198.75,87.625
BELLE ILE-LE TALUT,2018-02-13,280.75,100712.5,72.875
EMBRUN,2018-02-13,271.9,,40.375
BOURGES,2018-02-13,272.9,101260.0,84.375
MONTPELLIER,2018-02-14,279.625,101611.25,63.0
NANTES-BOUGUENAIS,2018-04-22,288.90000000000003,101425.0,80.5
MONTPELLIER,2018-04-22,289.125,101825.0,78.5
LILLE-LESQUIN,2018-03-05,283.825,101862.5,67.75
PERPIGNAN,2018-04-05,289.125,101287.5,54.0
RENNES-ST JACQUES,2018-05-05,287.3625,102232.5,71.25
REIMS-PRUNAY,2018-05-05,289.3375,102072.5,64.375
MONT-DE-MARSAN,2018-05-05,287.6625,101943.75,81.75
ROUEN-BOOS,2018-05-05,288.29999999999995,102252.5,62.375
LYON-ST EXUPERY,2018-01-05,283.675,101407.5,70.5
BORDEAUX-MERIGNAC,2018-01-05,283.75,101597.5,72.75
POITIERS-BIARD,2018-01-05,282.36249999999995,101506.25,75.375
MONT-DE-MARSAN,2018-02-05,282.95000000000005,101477.5,77.25
PERPIGNAN,2018-02-05,288.7,101172.5,45.375
LIMOGES-BELLEGARDE,2018-02-05,282.1625,101387.5,66.375
LE RAIZET AERO,2018-02-05,298.07857142857137,101778.57142857143,81.0
BOURGES,2018-03-05,285.2375,101681.25,65.0
LILLE-LESQUIN,2018-04-23,285.72499999999997,101712.5,67.25
BORDEAUX-MERIGNAC,2018-04-23,289.0125,102085.0,84.625
NANCY-OCHEY,2018-04-24,287.7875,101827.5,71.375
LA DESIRADE METEO,2018-04-02,299.01250000000005,101496.25,67.375
PTE DE LA HAGUE,2018-05-02,278.225,102356.25,74.375
TOULOUSE-BLAGNAC,2018-07-15,298.3374999999999,101420.0,59.375
LE RAIZET AERO,2018-07-15,300.18749999999994,101666.25,84.0
EUROPA,2018-07-15,295.9125,102272.5,67.875
CLERMONT-FD,2018-03-07,296.86428571428576,101472.85714285714,65.28571428571429
RENNES-ST JACQUES,2018-04-07,294.425,101531.25,73.625
MONTPELLIER,2018-04-07,298.275,101491.25,74.625
KERGUELEN,2018-04-07,278.7900000000001,101084.0,75.8
ORLY,2018-05-07,294.4625,101501.25,73.5
ABBEVILLE,2018-05-07,291.3,101610.0,81.875
CAYENNE-MATOURY,2018-05-07,298.27500000000003,101291.25,94.5
LILLE-LESQUIN,2018-05-07,294.975,101515.0,53.25
TOURS,2018-05-07,293.6625,101667.5,79.25
CLERMONT-FD,2018-06-22,289.825,102410.0,53.875
ST GIRONS,2018-06-23,292.7125,102006.25,66.375
MILLAU,2018-06-23,291.5125,101865.0,43.25
RENNES-ST JACQUES,2018-06-23,291.6375,102713.75,48.875
LYON-ST EXUPERY,2018-01-07,301.28749999999997,100876.25,39.625
REIMS-PRUNAY,2018-02-26,269.85,102491.25,49.25
NANTES-BOUGUENAIS,2018-01-05,282.0375,101492.5,71.75
TARBES-OSSUN,2018-01-05,282.22499999999997,101648.75,75.375
TOURS,2018-01-05,281.8375,101487.5,70.875
MARIGNANE,2018-01-05,287.125,101172.5,70.5
BOURGES,2018-02-05,283.3875,101362.5,66.125
GLORIEUSES,2018-02-05,301.9875,101371.25,64.25
CAYENNE-MATOURY,2018-02-05,300.0875,101412.5,84.75
TOURS,2018-03-05,285.3,101815.0,64.875
LIMOGES-BELLEGARDE,2018-03-05,283.90000000000003,101633.75,74.5
LE RAIZET AERO,2018-04-18,299.8,101765.0,72.66666666666667
CAP CEPET,2018-04-18,292.72499999999997,102525.0,50.875
CLERMONT-FD,2018-04-19,292.40000000000003,102418.75,52.5
MONTPELLIER,2018-04-19,290.72499999999997,102617.5,61.875
CAP CEPET,2018-04-19,291.7125,102545.0,49.25
ST GIRONS,2018-04-05,282.5125,101981.25,78.375
DIJON-LONGVIC,2018-05-14,284.7375,101147.5,90.25
LAMENTIN-AERO,2018-05-20,299.47499999999997,101575.0,78.75
CLERMONT-FD,2018-06-20,295.72499999999997,101938.75,67.25
BALE-MULHOUSE,2018-08-22,297.16249999999997,101572.5,65.125
LA DESIRADE METEO,2018-08-22,301.6,101691.25,73.375
BREST-GUIPAVAS,2018-08-22,291.2375,101960.0,92.125
MONT-DE-MARSAN,2018-08-22,297.8875,101618.75,72.625
ROUEN-BOOS,2018-08-17,290.3,102062.5,73.0
LYON-ST EXUPERY,2018-08-17,295.58750000000003,101638.75,68.5
RENNES-ST JACQUES,2018-08-17,289.26250000000005,102256.25,76.125
MONT-DE-MARSAN,2018-08-17,292.91249999999997,102132.5,76.375
CAYENNE-MATOURY,2018-08-17,300.2375,101618.75,82.75
MARIGNANE,2018-08-17,297.825,101491.25,63.0
LE PUY-LOUDES,2018-08-17,290.4625,,83.375
ST-BARTHELEMY METEO,2018-08-17,,,
NANCY-OCHEY,2018-08-18,292.0875,102228.75,58.75
PTE DE CHASSIRON,2018-08-18,291.7,102475.0,70.375
STRASBOURG-ENTZHEIM,2018-08-18,294.8625,102111.25,66.375
AJACCIO,2018-08-18,297.9625,101617.5,65.125
CROZET,2018-08-18,275.0833333333333,,
BASTIA,2018-08-25,298.1875,100733.75,60.75
TRINITE-CARAVEL,2018-08-25,301.25,101650.0,71.5
TROYES-BARBEREY,2018-03-25,281.475,100715.0,68.875
REIMS-PRUNAY,2018-03-25,279.66249999999997,100750.0,72.75
LIMOGES-BELLEGARDE,2018-04-08,301.75,101771.25,41.375
PAMANDZI,2018-08-03,300.125,100867.5,86.0
ST-PIERRE,2018-08-03,273.3125,102095.0,67.625
CAP CEPET,2018-08-05,291.775,100903.75,82.625
NANTES-BOUGUENAIS,2018-04-18,291.82500000000005,102391.25,64.25
EUROPA,2018-04-18,300.36249999999995,101436.25,73.375
LIMOGES-BELLEGARDE,2018-04-19,292.975,102385.0,44.5
STRASBOURG-ENTZHEIM,2018-04-19,292.84999999999997,102597.5,49.25
BORDEAUX-MERIGNAC,2018-04-19,294.425,102232.5,46.875
BELLE ILE-LE TALUT,2018-04-16,285.09999999999997,101698.75,81.625
BORDEAUX-MERIGNAC,2018-04-16,286.775,101838.75,76.75
LAMENTIN-AERO,2018-04-16,297.8125,101706.25,83.25
ROUEN-BOOS,2018-04-17,286.47499999999997,102370.0,67.5
BALE-MULHOUSE,2018-04-17,289.01250000000005,102418.75,62.0
LILLE-LESQUIN,2018-04-17,287.025,102397.5,62.375
LIMOGES-BELLEGARDE,2018-04-17,288.40000000000003,102335.0,54.875
CAYENNE-MATOURY,2018-07-04,298.75,101203.75,87.25
CAEN-CARPIQUET,2018-07-04,285.88750000000005,100601.25,81.75
GOURDON,2018-07-04,288.96250000000003,100706.25,43.375
PTE DE CHASSIRON,2018-08-04,284.3875,100577.5,93.5
PTE DE CHASSIRON,2018-04-21,291.22499999999997,101787.5,68.0
MARIGNANE,2018-04-21,292.7,101970.0,56.75
TOURS,2018-04-21,294.01250000000005,101803.75,62.375
TARBES-OSSUN,2018-04-22,291.75,101580.0,58.125
ORLY,2018-07-16,297.59999999999997,101312.5,50.25
BALE-MULHOUSE,2018-07-17,295.6,101518.75,59.75
CAYENNE-MATOURY,2018-07-17,299.3625,101461.25,89.75
ORLY,2018-07-17,295.7,101708.75,52.75
MARIGNANE,2018-07-17,301.11249999999995,101318.75,44.25
BASTIA,2018-07-17,299.34999999999997,101180.0,60.375
TARBES-OSSUN,2018-07-17,293.525,101961.25,73.625
GLORIEUSES,2018-07-17,295.7,101728.75,78.375
TOURS,2018-07-18,295.90000000000003,101681.25,57.25
BREST-GUIPAVAS,2018-07-18,289.9125,101912.5,75.125
PTE DE CHASSIRON,2018-07-18,292.225,101757.5,76.75
POITIERS-BIARD,2018-07-19,294.60714285714283,101638.57142857143,69.57142857142857
NICE,2018-07-19,298.84999999999997,101365.0,75.125
GILLOT-AEROPORT,2018-07-19,292.04999999999995,102155.0,63.5
MILLAU,2018-07-19,294.94999999999993,101390.0,66.375
TOURS,2018-07-19,295.6,101642.5,66.0
ST-BARTHELEMY METEO,2018-07-19,,,
STRASBOURG-ENTZHEIM,2018-07-20,295.51250000000005,101287.5,63.0
CROZET,2018-07-20,283.53333333333336,,
TROMELIN,2018-08-16,297.6642857142857,102137.14285714286,69.0
CAP CEPET,2018-08-16,,,
MARIGNANE,2018-05-08,303.55,101477.5,46.5
ST-BARTHELEMY METEO,2018-09-08,,,
ST GIRONS,2018-09-08,290.625,101783.75,84.75
